country,question,value,round,country_iso,iso_639_3,iso_scope,iso_ref_name
31,Q2OTHER,kisumbwa,r6,TZ,suw,I,Sumbwa
31,Q2OTHER,kitaturu,r6,TZ,,,
31,Q2OTHER,kitongwe,r6,TZ,tny,I,Tongwe
31,Q2OTHER,kitumbatu,r6,TZ,,,
31,Q2OTHER,kiwanji,r6,TZ,wbi,I,Vwanji
31,Q2OTHER,kiyao,r6,TZ,yao,I,Yao
31,Q2OTHER,kizanaki,r6,TZ,zak,I,Zanaki
31,Q2OTHER,kizaramo,r6,TZ,zaj,I,Zaramo
31,Q2OTHER,kizigua,r6,TZ,ziw,I,Zigula
31,Q2OTHER,kizinza,r6,TZ,zin,I,Zinza
32,Q2OTHER,adele,r6,TG,ade,I,Adele
32,Q2OTHER,logba,r6,TG,dop,I,Lukpa
32,Q2OTHER,mossi,r6,TG,mos,I,Mossi
32,Q2OTHER,peulh,r6,TG,fue,I,Borgu Fulfulde
32,Q2OTHER,peulh,r6,TG,ful,M,Fulah
32,Q2OTHER,sola,r6,TG,soy,I,Miyobe
32,Q2OTHER,tamberma,r6,TG,tbz,I,Ditammari
32,Q2OTHER,yanga,r6,TG,mos,I,Mossi
34,Q2OTHER,bagungu,r6,UG,rub,I,Gungu
34,Q2OTHER,baluya,r6,UG,,,
34,Q2OTHER,kakwa,r6,UG,keo,I,Kakwa
34,Q2OTHER,kinyarwanda,r6,UG,kin,I,Kinyarwanda
34,Q2OTHER,kumam,r6,UG,kdi,I,Kumam
34,Q2OTHER,lendu,r6,UG,led,I,Lendu
34,Q2OTHER,ludama,r6,UG,adh,I,Adhola
34,Q2OTHER,lufumbira,r6,UG,kin,I,Kinyarwanda
34,Q2OTHER,lugwere,r6,UG,gwr,I,Gwere
34,Q2OTHER,lujaluwo,r6,UG,,,
34,Q2OTHER,lulamogi,r6,UG,xog,I,Soga
34,Q2OTHER,luluri,r6,UG,ruc,I,Ruuli
34,Q2OTHER,lunyala,r6,UG,ruc,I,Ruuli
34,Q2OTHER,lunyara,r6,UG,ruc,I,Ruuli
34,Q2OTHER,luo,r6,UG,ach,I,Acoli
34,Q2OTHER,luo,r6,UG,alz,I,Alur
34,Q2OTHER,lururu,r6,UG,ruc,I,Ruuli
34,Q2OTHER,mulamogi,r6,UG,xog,I,Soga
34,Q2OTHER,munyabindi,r6,UG,,,
34,Q2OTHER,murundi,r6,UG,,,
34,Q2OTHER,rufumbira,r6,UG,kin,I,Kinyarwanda
34,Q2OTHER,rungungu,r6,UG,rub,I,Gungu
34,Q2OTHER,runyarwanda,r6,UG,kin,I,Kinyarwanda
34,Q2OTHER,ruruli,r6,UG,ruc,I,Ruuli
34,Q2OTHER,rusongora,r6,UG,koo,I,Konzo
35,Q2OTHER,chikunda,r6,ZM,kdn,I,Kunda
35,Q2OTHER,chiyamba,r6,ZM,,,
35,Q2OTHER,lambia,r6,ZM,,,
35,Q2OTHER,luchazi,r6,ZM,lch,I,Luchazi
35,Q2OTHER,mikundu,r6,ZM,,,
35,Q2OTHER,ndebele,r6,ZM,,,
35,Q2OTHER,nswaka,r6,ZM,,,
35,Q2OTHER,sala,r6,ZM,shq,I,Sala
35,Q2OTHER,swahili,r6,ZM,,,
36,Q2OTHER,bocha,r6,ZW,mxc,I,Manyika
36,Q2OTHER,buja,r6,ZW,,,
36,Q2OTHER,chewa,r6,ZW,,,
36,Q2OTHER,chitoko,r6,ZW,,,
36,Q2OTHER,dumbe,r6,ZW,,,
36,Q2OTHER,lozwi,r6,ZW,,,
36,Q2OTHER,maungwe,r6,ZW,,,
36,Q2OTHER,mdombe,r6,ZW,,,
36,Q2OTHER,mushangwe,r6,ZW,,,
36,Q2OTHER,nambya,r6,ZW,nmq,I,Nambya
36,Q2OTHER,nleya zambia,r6,ZW,,,
36,Q2OTHER,nyanja,r6,ZW,nya,I,Nyanja
36,Q2OTHER,shangani,r6,ZW,tso,I,Tsonga
36,Q2OTHER,sidombe,r6,ZW,,,
36,Q2OTHER,suthu,r6,ZW,,,
36,Q2OTHER,tsenga,r6,ZW,,,
