round,variable,type,value,label,country,lang_name,iso_639_3,glottocode,wals,n_resp,prop
1,language,respondent,147,Kagoro,NG,kagoro,kcg,kago1246,gwo,1,2.775464890369137e-4
1,language,respondent,148,Bekwarr,NG,bekwarr,bkv,bekw1241,efi gok ibi kan koh agb obo ogb obg,3,8.326394671107411e-4
1,language,respondent,149,Nkwana,NG,nkwana,krh,kura1249,amo,1,2.775464890369137e-4
1,language,respondent,150,Babur,NG,babur,bwr,bura1292,bpa,4,0.0011101859561476548
1,language,respondent,151,Kiiba,NG,kiiba,ckl,ciba1236,bpa,2,5.550929780738274e-4
1,language,respondent,152,Nungu,NG,nungu,rin,nung1292,mdz,1,2.775464890369137e-4
1,language,respondent,153,Kabba/Koro,NG,kabba/koro,ahs bqv ldb yes,koro1301,kgm,2,5.550929780738274e-4
1,language,respondent,154,Eggon,NG,eggon,ego,eggo1239,bir fye gwo kgm mdz tok,2,5.550929780738274e-4
1,language,respondent,155,Kuba,NG,kuba,ruk,chee1238,mdz,2,5.550929780738274e-4
1,language,respondent,156,Madara,NG,madara,mxu,mada1293,mda,1,2.775464890369137e-4
1,language,respondent,157,Bura,NG,bura,bwr,bura1292,bpa,6,0.0016652789342214821
1,language,respondent,158,Margi,NG,margi,mrt,marg1265,mrg,4,0.0011101859561476548
1,language,respondent,159,Cabarmawa,NG,cabarmawa,kcg,mara1395,bgr,1,2.775464890369137e-4
1,language,respondent,160,Kibaku,NG,kibaku,ckl,ciba1236,bpa,1,2.775464890369137e-4
1,language,respondent,161,Mafa,NG,mafa,maf,mafa1239,dab gnd gud hna ter,3,8.326394671107411e-4
1,language,respondent,162,Beron/Birom,NG,beron/birom,bom,bero1242,bir,22,0.006106022758812101
1,language,respondent,163,Angas,NG,angas,anc,ngas1240,anc,7,0.0019428254232583958
1,language,respondent,164,Iregwe,NG,iregwe,iri,irig1241,gwo,1,2.775464890369137e-4
1,language,respondent,165,Afizere,NG,afizere,izr,izer1241,gwo,1,2.775464890369137e-4
1,language,respondent,166,Koro,NG,koro,ahs bqv ldb yes,koro1301,kgm,1,2.775464890369137e-4
1,language,respondent,167,Normana,NG,normana,nbr,numa1253,mdz,1,2.775464890369137e-4
1,language,respondent,168,Miango,NG,miango,iri,irig1241,gwo,1,2.775464890369137e-4
1,language,respondent,169,Gyerawa,NG,gyerawa,gew,gera1246,blq,2,5.550929780738274e-4
1,language,respondent,170,Eterco,NG,eterco,yer,itar1242,tok,1,2.775464890369137e-4
1,language,respondent,171,Zar,NG,zar,say,saya1246,bad miy ngz paa,1,2.775464890369137e-4
1,language,respondent,172,Lantan,NG,lantan,yer,taro1263,tok,1,2.775464890369137e-4
1,language,respondent,173,Mwaghauw,NG,mwaghauw,sur,mwag1236,mup,2,5.550929780738274e-4
1,language,respondent,174,Pyem,NG,pyem,pym,fyam1238,fye,3,8.326394671107411e-4
1,language,respondent,175,Chawai,NG,chawai,cch,atsa1241,amo,1,2.775464890369137e-4
1,language,respondent,176,Gbaji,NG,gbaji,gbr,gbag1258,gwa,2,5.550929780738274e-4
1,language,respondent,177,Nanba/Wanba,NG,nanba/wanba,ego,eggo1239,bir fye gwo kgm mdz tok,1,2.775464890369137e-4
1,language,respondent,178,Jarawa,NG,jarawa,jgk jjr,jara1263,jar,9,0.002497918401332223
1,language,respondent,179,Katap,NG,katap,kcg,kata1265,gwo,1,2.775464890369137e-4
1,language,respondent,180,Tangale,NG,tangale,tan,nucl1696,tan,1,2.775464890369137e-4
1,language,respondent,181,Waja,NG,waja,wja,waja1259,bmb brb buy dga dgb grm grn kby kfe kir kkb kni kow lob lye mmp moo ncm nnn ntn ssa tem tmp vag wwa xsm,2,5.550929780738274e-4
1,language,respondent,182,Jukun,NG,jukun,jbu,juku1254,juk,1,2.775464890369137e-4
1,language,respondent,183,Bayam,NG,bayam,gya,nort2775,gbk,1,2.775464890369137e-4
1,language,respondent,184,Shuwa Arab,NG,shuwa arab,shu,chad1249,arn,8,0.0022203719122953097
1,language,respondent,185,Ndochi,NG,ndochi,glw,ngos1242,mlg,1,2.775464890369137e-4
1,language,respondent,186,Kare Kare,NG,kare kare,kai,kare1348,blq,1,2.775464890369137e-4
1,language,respondent,187,Gwari,NG,gwari,gbr gby,gbag1256,gwa,29,0.008048848182070497
1,language,respondent,188,Rukuba,NG,rukuba,ruk,chee1238,mdz,1,2.775464890369137e-4
1,language,respondent,995,Other,NG,other,und,,,36,0.009991673605328892
1,language,respondent,206,Swahili,TZ,swahili,swh,swah1253,swa,1017,0.44127321655427404
1,language,respondent,207,Chagga,TZ,chagga,old,moch1256,cga,44,0.02081623918002705
1,language,respondent,208,Kurya,TZ,kurya,kuj,kuri1259,gus,33,0.015612179385020287
1,language,respondent,209,Nyakyusa,TZ,nyakyusa,nyy,nyak1261,mmw nyh,70,0.03311674415004303
1,language,respondent,210,Pare,TZ,pare,asa,asut1235,pre,44,0.02081623918002705
1,language,respondent,211,Haya,TZ,haya,hay,haya1250,hya,82,0.038793900290050407
1,language,respondent,212,Sukuma,TZ,sukuma,suk,suku1261,skm,207,0.09793094341512726
1,language,respondent,213,Luguru,TZ,luguru,ruf,lugu1238,kmi,29,0.013719794005017827
1,language,respondent,214,Hehe,TZ,hehe,heh,hehe1240,heh,31,0.014665986695019057
1,language,respondent,215,Masai,TZ,masai,mas,masa1300,maa,12,0.005677156140007377
1,language,respondent,216,Mbulu,TZ,mbulu,irk,iraq1241,irq,16,0.007569541520009836
1,language,respondent,217,Makonde,TZ,makonde,kde,mako1251,mkd,33,0.015612179385020287
1,language,respondent,218,Ngoni,TZ,ngoni,ngo,ngon1269,ngo,32,0.015139083040019673
1,language,respondent,219,Fipa,TZ,fipa,fip,fipa1238,mmw,39,0.018450757455023975
1,language,respondent,220,Nyamwezi,TZ,nyamwezi,nym,nyam1276,nym,52,0.02460100994003197
1,language,respondent,221,Jaluo,TZ,jaluo,luo,luok1236,luo,27,0.012773601315016599
1,language,respondent,222,Zaramo,TZ,zaramo,zaj,zara1247,kmi,2,9.461926900012295e-4
1,language,respondent,995,Other,TZ,other,und,,,428,0.2024852356602631
1,language,respondent,189,Alur,UG,alur,alz,alur1250,luo,26,0.0126704666032072
1,language,respondent,190,Ateso,UG,ateso,teo,teso1249,tes,108,0.050522483936271664
1,language,respondent,191,Kakwa,UG,kakwa,keo,kakw1240,kuk,5,0.0023863343175127877
1,language,respondent,192,Kinyarwanda,UG,kinyarwanda,kin,kiny1244,kin,23,0.009022280965769751
1,language,respondent,193,Kiswahili,UG,kiswahili,swh,swah1253,swa,8,0.003541637131009754
1,language,respondent,194,Luganda,UG,luganda,lug,gand1255,lda,576,0.21923279791975048
1,language,respondent,195,Lugbara,UG,lugbara,lgg,lugb1240,lug,66,0.031655473203050635
1,language,respondent,196,Lumasaba,UG,lumasaba,myx,masa1299,buk,117,0.054474464901953366
1,language,respondent,197,Luo,UG,luo,ach adh alz kdi laj lth,sout2831,acl lan luo,292,0.14288418881804246
1,language,respondent,198,Lusoga,UG,lusoga,xog,soga1242,lda,225,0.10357131221089912
1,language,respondent,199,Madi,UG,madi,mhi snm,sout2827,mad,9,0.004402830844119535
1,language,respondent,200,Ruhororo,UG,ruhororo,nyn,horo1246,rny,16,0.00708591596052598
1,language,respondent,201,Rukiga,UG,rukiga,cgg,chig1238,nko,146,0.06598434529465065
1,language,respondent,202,Runyoro,UG,runyoro,nyo,nyor1246,rru,78,0.03523497467931982
1,language,respondent,203,Rutooro,UG,rutooro,ttj,toor1238,rru,271,0.12010922542758092
1,language,respondent,204,Ruyankole,UG,ruyankole,nyn,nyan1307,rny,67,0.02959670950034034
1,language,respondent,205,Samia-Lugwe,UG,samia-lugwe,lsm,saam1283,luy,35,0.01613725560986692
1,language,respondent,995,Other,UG,other,und,,,184,0.08332269315879338
1,language,respondent,999,Missing data,UG,missing data,und,,,19,0.008164609517335266
1,language,respondent,1,Afrikaans,ZA,afrikaans,afr,afri1274,afr,383,0.1432667173761402
1,language,respondent,6,English,ZA,english,eng,stan1293,eng,257,0.09990893567651465
1,language,respondent,9,Ndebele,ZA,ndebele,nbl,sout2808,ndb,19,0.009194478467428437
1,language,respondent,14,"Sesotho,Sotho, S.Sotho",ZA,"sesotho,sotho, s.sotho",sot,sout2807,ses,188,0.08692542861914321
1,language,respondent,15,Setswana/Tswana,ZA,setswana/tswana,tsn,tswa1253,tsw,213,0.09543881103830146
1,language,respondent,17,Shangaan/Tsonga/Ronga/Tswa,ZA,shangaan/tsonga/ronga/tswa,tsc tso rng,tswa1254,rga tsn,45,0.023236266237281606
1,language,respondent,20,Swazi,ZA,swazi,ssw,swat1243,swt,36,0.017799088847670393
1,language,respondent,21,Venda,ZA,venda,ven,vend1245,ven,36,0.017836998224622966
1,language,respondent,22,Xhosa,ZA,xhosa,xho,xhos1239,xho,366,0.1729086683108609
1,language,respondent,23,Zulu,ZA,zulu,zul,zulu1248,zul,494,0.2542092817609442
1,language,respondent,24,Sepedi/N.Sotho,ZA,sepedi/n.sotho,nso,pedi1238,stn,160,0.07796408827448426
1,language,respondent,995,Other,ZA,other,und,,,3,0.0013112371666077116
1,language,respondent,4,Chisena,ZM,chisena,swk,mala1475,sen,2,0.001669449081803005
1,language,respondent,5,Damara,ZM,damara,naq,dama1270,kho,1,8.347245409015025e-4
1,language,respondent,6,English,ZM,english,eng,stan1293,eng,39,0.0325542570951586
1,language,respondent,9,Ndebele,ZM,ndebele,nde,nort2795,swt xho zul,1,8.347245409015025e-4
1,language,respondent,16,Silozi,ZM,silozi,loz,lozi1239,loz,113,0.09432387312186978
1,language,respondent,18,Shona,ZM,shona,sna,shon1251,shn,3,0.0025041736227045075
1,language,respondent,20,Swazi,ZM,swazi,ssw,swat1243,swt,1,8.347245409015025e-4
1,language,respondent,26,Bemba,ZM,bemba,bem,bemb1257,lmb,383,0.31969949916527546
1,language,respondent,27,Kaonde,ZM,kaonde,kqn,kaon1241,kil,28,0.02337228714524207
1,language,respondent,29,Luvale,ZM,luvale,lue,luva1239,luv,38,0.03171953255425709
1,language,respondent,30,Nyanja,ZM,nyanja,nya,nucl1395,cic,223,0.18614357262103506
1,language,respondent,31,Tonga,ZM,tonga,toi,tong1318,toz,125,0.10434056761268781
1,language,respondent,995,Other,ZM,other,und,,,230,0.19198664440734559
1,language,respondent,999,Missing data,ZM,missing data,und,,,11,0.009181969949916527
1,language,respondent,2,Chewa,ZW,chewa,nya,chew1246,cic,11,0.009166666666666667
1,language,respondent,5,Damara,ZW,damara,naq,dama1270,kho,1,8.333333333333334e-4
1,language,respondent,6,English,ZW,english,eng,stan1293,eng,19,0.015833333333333335
1,language,respondent,8,Nama,ZW,nama,naq,nama1265,kho,2,0.0016666666666666668
1,language,respondent,9,Ndebele,ZW,ndebele,nde,nort2795,swt xho zul,182,0.15166666666666667
1,language,respondent,17,Shangaan/Tsonga/Ronga/Tswa,ZW,shangaan/tsonga/ronga/tswa,tsc tso rng,tswa1254,rga tsn,10,0.008333333333333333
1,language,respondent,18,Shona,ZW,shona,sna,shon1251,shn,933,0.7775
1,language,respondent,20,Swazi,ZW,swazi,ssw,swat1243,swt,2,0.0016666666666666668
1,language,respondent,21,Venda,ZW,venda,ven,vend1245,ven,4,0.0033333333333333335
1,language,respondent,22,Xhosa,ZW,xhosa,xho,xhos1239,xho,1,8.333333333333334e-4
1,language,respondent,995,Other,ZW,other,und,,,25,0.020833333333333332
1,language,respondent,999,Missing data,ZW,missing data,und,,,10,0.008333333333333333
2,q110,interviewer,240,Setswana,BW,setswana,tsn,tswa1253,tsw,1134,0.945
2,q110,interviewer,242,Sekalanga,BW,sekalanga,kck,kala1384,klz,66,0.055
2,q110,interviewer,50,Crioulo,CV,crioulo,kea,kabu1256,por,1268,1
2,q110,interviewer,1,English,GH,english,eng,stan1293,eng,9,0.0075
2,q110,interviewer,120,Akan,GH,akan,aka,akan1250,akn,847,0.7058333333333333
2,q110,interviewer,121,Dagbani,GH,dagbani,dag,dagb1246,dgb,54,0.045
2,q110,interviewer,122,Ewe,GH,ewe,ewe,ewee1241,ewe,82,0.06833333333333333
2,q110,interviewer,123,Ga,GH,ga,gaa,gaaa1244,ga,91,0.07583333333333334
2,q110,interviewer,124,Hausa,GH,hausa,hau,haus1257,hau,1,8.333333333333334e-4
2,q110,interviewer,995,Other,GH,other,und,,,116,0.09666666666666666
2,q110,interviewer,4,Kiswahili,KE,kiswahili,swh,swah1253,swa,86,0.03708576988515268
2,q110,interviewer,380,Kalenjin,KE,kalenjin,kln,kale1246,nan,126,0.0524686009361195
2,q110,interviewer,381,Kamba,KE,kamba,kam,kamb1297,kba,245,0.10348177994844779
2,q110,interviewer,382,Kikuyu,KE,kikuyu,kik,kiku1240,kik,216,0.09493160552125031
2,q110,interviewer,383,Kisii,KE,kisii,guz,gusi1247,gus,150,0.06441553179674393
2,q110,interviewer,384,Luhya,KE,luhya,luy,luyi1234,luy,244,0.10175990797758373
2,q110,interviewer,385,Luo,KE,luo,luo,luok1236,luo,655,0.28303124375218636
2,q110,interviewer,386,Maasai/Samburu,KE,maasai/samburu,mas saq,nucl1431,maa,67,0.02795196827151439
2,q110,interviewer,387,Mijikenda,KE,mijikenda,coh dug nyf dig,miji1238,com,2,8.418109820532735e-4
2,q110,interviewer,388,Somali,KE,somali,som,soma1255,som,238,0.08009790331729626
2,q110,interviewer,389,Taita,KE,taita,dav,tait1250,dbd,40,0.01628356121009581
2,q110,interviewer,390,Turkana,KE,turkana,tuv,turk1308,tna,32,0.013363202360832417
2,q110,interviewer,391,Meru,KE,meru,mer,meru1245,kba kik,204,0.08621132106400005
2,q110,interviewer,392,Embu,KE,embu,ebu,embu1241,kik,2,8.391151482436762e-4
2,q110,interviewer,393,Borana,KE,borana,gax,bora1272,orb,4,0.001765873645304344
2,q110,interviewer,397,Bajuni,KE,bajuni,swh,baju1245,swa,38,0.015466731899122635
2,q110,interviewer,398,Taveta,KE,taveta,tvs,tave1240,pre,42,0.017075408849988895
2,q110,interviewer,399,Gujarati,KE,gujarati,guj,guja1252,guj,7,0.002928663434063873
2,q110,interviewer,180,Sesotho,LS,sesotho,sot,sout2807,ses,1200,1
2,q110,interviewer,2,French,ML,french,fra,stan1290,fre,262,0.20420888542478566
2,q110,interviewer,164,Bambara,ML,bambara,bam,bamb1269,bam,828,0.6453624318004677
2,q110,interviewer,165,Peuhl,ML,peuhl,ffm,maas1239,fum,43,0.03351519875292284
2,q110,interviewer,167,Sonrhai,ML,sonrhai,hmb khq ses,song1307,kch kse,79,0.06157443491816056
2,q110,interviewer,168,Malinke,ML,malinke,mlq mwk,west2499,maw mdk,40,0.03117692907248636
2,q110,interviewer,177,Tamasheq,ML,tamasheq,taq ttq,tuar1240,tai tsk,31,0.024162120031176928
2,q110,interviewer,140,Tumbuka,MW,tumbuka,tum,tumb1250,cic sen,299,0.24916666666666668
2,q110,interviewer,142,Lambya,MW,lambya,lai,lamb1272,nyh,133,0.11083333333333334
2,q110,interviewer,143,Chewa,MW,chewa,nya,chew1246,cic,620,0.5166666666666667
2,q110,interviewer,144,Yao,MW,yao,yao,yaoo1241,yao,74,0.06166666666666667
2,q110,interviewer,146,Lomwe,MW,lomwe,lon,mala1256,mua,74,0.06166666666666667
2,q110,interviewer,3,Portuguese,MZ,portuguese,por,port1283,por,114,0.03702669172766449
2,q110,interviewer,81,Emakhuwa,MZ,emakhuwa,vmw,makh1264,mua,310,0.3451088073789798
2,q110,interviewer,82,Cisena,MZ,cisena,seh,nucl1396,sen,38,0.020840375411925082
2,q110,interviewer,83,Cindau,MZ,cindau,ndc,nucl1378,shn,80,0.05655469871160107
2,q110,interviewer,84,Cinyanja,MZ,cinyanja,nya,nucl1395,cic,40,0.028277349355800535
2,q110,interviewer,85,Xichangana,MZ,xichangana,tso,chan1318,tsn,366,0.18367435019276213
2,q110,interviewer,86,Cicopi,MZ,cicopi,cce,chop1243,eko loz mua ndb rga ses stn swt tsn tsw ven xho zul,40,0.02463001670337377
2,q110,interviewer,87,Gitonga,MZ,gitonga,toh,gito1238,eko loz mua ndb rga ses stn swt tsn tsw ven xho zul,24,0.02649891921667973
2,q110,interviewer,88,Shimakonde,MZ,shimakonde,kde,mako1251,mkd,29,0.026385209328374407
2,q110,interviewer,89,Echuwabu,MZ,echuwabu,chw,chuw1238,eko mua,46,0.09615118079100456
2,q110,interviewer,90,Ajaua,MZ,ajaua,yao,yaoo1241,yao,37,0.016820265078265638
2,q110,interviewer,91,Cinyungwe,MZ,cinyungwe,nyu,nyun1248,sen,120,0.07530623127691403
2,q110,interviewer,92,Citshwa,MZ,citshwa,tsc,tswa1255,rga tsn,75,0.019470808826790524
2,q110,interviewer,93,Chitewe,MZ,chitewe,twx,tewe1238,shn,43,0.023043335730777516
2,q110,interviewer,98,Shona,MZ,shona,sna,shon1251,shn,38,0.020211760269086797
2,q110,interviewer,1,English,NA,english,eng,stan1293,eng,87,0.0725604670558799
2,q110,interviewer,321,Ovambo languages,NA,ovambo languages,kua,kuan1247,mhu ndo,1079,0.8999165971643036
2,q110,interviewer,324,Herero languages,NA,herero languages,her,here1253,her,33,0.027522935779816515
2,q110,interviewer,260,Hausa,NG,hausa,hau,haus1257,hau,110,0.04901400268457389
2,q110,interviewer,261,Yoruba,NG,yoruba,yor,yoru1245,yor,579,0.25943307308915853
2,q110,interviewer,262,Igbo,NG,igbo,ibo,nucl1417,igb,433,0.17856722772657652
2,q110,interviewer,263,Tiv,NG,tiv,tiv,tivv1240,tiv,90,0.04041403675132367
2,q110,interviewer,264,Ijaw,NG,ijaw,ijc,izon1238,ijo,25,0.007048914402107887
2,q110,interviewer,266,Nupe,NG,nupe,nup,nupe1254,nup,10,0.0044904485279248525
2,q110,interviewer,267,Ibibio,NG,ibibio,ibb,ibib1240,ibi,63,0.017763264293311876
2,q110,interviewer,268,Efik,NG,efik,efi,efik1245,efi,11,0.0031015223369274705
2,q110,interviewer,269,Edo,NG,edo,bin,bini1246,bni,107,0.042142193041930814
2,q110,interviewer,270,Igala/Idoma,NG,igala/idoma,igl,igal1242,ise yor,154,0.06882632962970452
2,q110,interviewer,271,Urhobo,NG,urhobo,urh,urho1239,urh,80,0.026131257217391686
2,q110,interviewer,272,Ebira,NG,ebira,igb,ebir1243,ebi,42,0.018658071459111875
2,q110,interviewer,273,Fulani,NG,fulani,fuv,nige1253,fni,30,0.013581065608707525
2,q110,interviewer,275,Kalabari,NG,kalabari,ijn,kala1381,ijo,73,0.02058283005415503
2,q110,interviewer,276,Ikewere,NG,ikewere,ikw,ikwe1242,igb izi,35,0.009868480162951042
2,q110,interviewer,800,Berom,NG,berom,bom,bero1242,bir,24,0.010777076467019645
2,q110,interviewer,801,Chip,NG,chip,mjs,mish1244,anc goe mup,12,0.005388538233509823
2,q110,interviewer,802,Jarawa,NG,jarawa,jgk jjr,jara1263,jar,12,0.005388538233509823
2,q110,interviewer,803,Mada,NG,mada,mda,mada1282,mdz,22,0.009959448113052187
2,q110,interviewer,804,Ron,NG,ron,cla,ronn1241,ron,12,0.005388538233509823
2,q110,interviewer,805,Gbagyi,NG,gbagyi,gbr,gbag1258,gwa,10,0.0044904485279248525
2,q110,interviewer,806,Taba,NG,taba,ldb,idun1241,kgm,10,0.0044904485279248525
2,q110,interviewer,808,Okun,NG,okun,yor,yoru1245,yor,4,0.001796179411169941
2,q110,interviewer,809,Mgas,NG,mgas,anc,ngas1240,anc,4,0.001796179411169941
2,q110,interviewer,995,Other,NG,other,und,,,476,0.19090188785535198
2,q110,interviewer,-1,Missing,SN,missing,und,,,5,0.004166666666666667
2,q110,interviewer,2,French,SN,french,fra,stan1290,fre,30,0.025
2,q110,interviewer,220,Wolof,SN,wolof,wol,nucl1347,wlf,791,0.6591666666666667
2,q110,interviewer,221,Serer,SN,serer,srr,sere1260,fbf fgo fgu fma fni fum,116,0.09666666666666666
2,q110,interviewer,222,Mandinka,SN,mandinka,mnk,mand1436,mdk,44,0.03666666666666667
2,q110,interviewer,223,Pulaar,SN,pulaar,fuc,pula1263,fus,165,0.1375
2,q110,interviewer,224,Diola,SN,diola,dyo,jola1263,dio,49,0.04083333333333333
2,q110,interviewer,4,Kiswahili,TZ,kiswahili,swh,swah1253,swa,1223,1
2,q110,interviewer,60,Luganda,UG,luganda,lug,gand1255,lda,552,0.2674921461227871
2,q110,interviewer,61,Lusoga,UG,lusoga,xog,soga1242,lda,234,0.09807517576993517
2,q110,interviewer,62,Ateso,UG,ateso,teo,teso1249,tes,234,0.09724716312131317
2,q110,interviewer,63,Rutoro,UG,rutoro,ttj,toor1238,rru,168,0.06981847608709664
2,q110,interviewer,64,Rukiga,UG,rukiga,cgg,chig1238,nko,250,0.10389654179627475
2,q110,interviewer,65,Lumasaba,UG,lumasaba,myx,masa1299,buk,78,0.032415721040437724
2,q110,interviewer,66,Luo,UG,luo,ach adh alz kdi laj lth,sout2831,acl lan luo,256,0.08916681176612445
2,q110,interviewer,67,Lugbara,UG,lugbara,lgg,lugb1240,lug,72,0.0250781658092225
2,q110,interviewer,68,Alur,UG,alur,alz,alur1250,luo,216,0.07523449742766751
2,q110,interviewer,70,Runyankole,UG,runyankole,nyn,nyan1307,rny,262,0.10888357580249593
2,q110,interviewer,73,Samia-Lugwe,UG,samia-lugwe,lsm,saam1283,luy,78,0.032691725256645064
2,q110,interviewer,1,English,ZA,english,eng,stan1293,eng,469,0.20104525884803165
2,q110,interviewer,100,Afrikaans,ZA,afrikaans,afr,afri1274,afr,278,0.11180253660062131
2,q110,interviewer,101,Ndebele,ZA,ndebele,nbl,sout2808,ndb,8,0.002860771210452529
2,q110,interviewer,102,Xhosa,ZA,xhosa,xho,xhos1239,xho,419,0.16749320833763698
2,q110,interviewer,103,Pedi/Spedi/North Sotho,ZA,pedi/spedi/north sotho,nso,pedi1238,stn,241,0.10251062163733064
2,q110,interviewer,104,Sesotho/Sotho/South sotho,ZA,sesotho/sotho/south sotho,sot,sout2807,ses,218,0.09145872869627376
2,q110,interviewer,105,Setswana/Tswana,ZA,setswana/tswana,tsn,tswa1253,tsw,100,0.036414061273907644
2,q110,interviewer,106,Shangaan,ZA,shangaan,tso,chan1318,tsn,86,0.03496649196958275
2,q110,interviewer,108,Venda,ZA,venda,ven,vend1245,ven,50,0.0221426098602222
2,q110,interviewer,109,Zulu,ZA,zulu,zul,zulu1248,zul,531,0.2293057115659406
2,q110,interviewer,300,Bemba,ZM,bemba,bem,bemb1257,lmb,263,0.21219755192120912
2,q110,interviewer,302,kaonda,ZM,kaonda,kqn,kaon1241,kil,48,0.04109134013524518
2,q110,interviewer,303,Lozi,ZM,lozi,loz,lozi1239,loz,198,0.1695100325404239
2,q110,interviewer,305,Luvale,ZM,luvale,lue,luva1239,luv,152,0.12669976754371337
2,q110,interviewer,306,Nyanja,ZM,nyanja,nya,nucl1395,cic,157,0.1313091192999305
2,q110,interviewer,307,Tonga,ZM,tonga,toi,tong1318,toz,184,0.15283568465363528
2,q110,interviewer,308,Tumbuka,ZM,tumbuka,tum,tumb1250,cic sen,46,0.03936150368126798
2,q110,interviewer,310,Nyika,ZM,nyika,nih nkv,cent2285,nyh,73,0.06333798302175722
2,q110,interviewer,311,Lamba,ZM,lamba,lam,lamb1271,lmb,77,0.06365701720281741
2,q110,interviewer,280,Shona,ZW,shona,sna,shon1251,shn,513,0.46467391304347827
2,q110,interviewer,281,Ndebele,ZW,ndebele,nde,nort2795,swt xho zul,591,0.5353260869565217
2,q83,respondent,1,English,BW,english,eng,stan1293,eng,5,0.004166666666666667
2,q83,respondent,2,French,BW,french,fra,stan1290,fre,2,0.0016666666666666668
2,q83,respondent,3,Portuguese,BW,portuguese,por,port1283,por,3,0.0025
2,q83,respondent,4,Kiswahili,BW,kiswahili,swh,swah1253,swa,2,0.0016666666666666668
2,q83,respondent,240,Setswana,BW,setswana,tsn,tswa1253,tsw,944,0.7866666666666666
2,q83,respondent,241,Sekalanga,BW,sekalanga,kck,kala1384,klz,129,0.1075
2,q83,respondent,242,Sesarwa,BW,sesarwa,hio,tsoa1238,det,9,0.0075
2,q83,respondent,243,Sesobeya,BW,sesobeya,sbs,subi1246,sub,8,0.006666666666666667
2,q83,respondent,244,Sekgalagadi,BW,sekgalagadi,xkv,nucl1377,tsw,51,0.0425
2,q83,respondent,245,Seherero,BW,seherero,her,here1253,her,7,0.005833333333333334
2,q83,respondent,246,Sembukushu,BW,sembukushu,mhw,mbuk1240,luc luv loz kwn sub,19,0.015833333333333335
2,q83,respondent,247,Seyei,BW,seyei,yey,yeyi1239,yey,13,0.010833333333333334
2,q83,respondent,995,Other,BW,other,und,,,8,0.006666666666666667
2,q83,respondent,3,Portuguese,CV,portuguese,por,port1283,por,3,0.0020768187735133586
2,q83,respondent,50,Crioulo,CV,crioulo,kea,kabu1256,por,1265,0.9979231812264866
2,q83,respondent,1,English,GH,english,eng,stan1293,eng,2,0.0016666666666666668
2,q83,respondent,120,Akan,GH,akan,aka,akan1250,akn,674,0.5616666666666666
2,q83,respondent,121,Dagbani,GH,dagbani,dag,dagb1246,dgb,44,0.03666666666666667
2,q83,respondent,122,Ewe,GH,ewe,ewe,ewee1241,ewe,134,0.11166666666666666
2,q83,respondent,123,Ga,GH,ga,gaa,gaaa1244,ga,80,0.06666666666666667
2,q83,respondent,124,Hausa,GH,hausa,hau,haus1257,hau,11,0.009166666666666667
2,q83,respondent,995,Other,GH,other,und,,,255,0.2125
2,q83,respondent,-1,Missing,KE,missing,und,,,4,0.0011417539517098647
2,q83,respondent,1,English,KE,english,eng,stan1293,eng,11,0.004314802012281688
2,q83,respondent,4,Kiswahili,KE,kiswahili,swh,swah1253,swa,50,0.021493576297198478
2,q83,respondent,380,Kalejin,KE,kalejin,kln,kale1246,nan,280,0.11706615651502099
2,q83,respondent,381,Kamba,KE,kamba,kam,kamb1297,kba,270,0.11357540131498756
2,q83,respondent,382,Kikuyu,KE,kikuyu,kik,kiku1240,kik,450,0.19463098855147462
2,q83,respondent,383,Kisii,KE,kisii,guz,gusi1247,gus,134,0.05774049478415407
2,q83,respondent,384,Luhya,KE,luhya,luy,luyi1234,luy,354,0.15273490531649994
2,q83,respondent,385,Luo,KE,luo,luo,luok1236,luo,284,0.12364861101125459
2,q83,respondent,386,Maasai/Samburu,KE,maasai/samburu,mas saq,nucl1431,maa,53,0.022105198071918325
2,q83,respondent,387,Mijikenda,KE,mijikenda,coh dug nyf dig,miji1238,com,105,0.04272081046400985
2,q83,respondent,388,Somali,KE,somali,som,soma1255,som,120,0.031197010094805112
2,q83,respondent,389,Taita,KE,taita,dav,tait1250,dbd,26,0.010516023107830749
2,q83,respondent,390,Turkana,KE,turkana,tuv,turk1308,tna,35,0.014616002582160456
2,q83,respondent,391,Meru,KE,meru,mer,meru1245,kba kik,132,0.055192580167355836
2,q83,respondent,392,Embu,KE,embu,ebu,embu1241,kik,32,0.01351699280466873
2,q83,respondent,393,Borana,KE,borana,gax,bora1272,orb,21,0.008043846004412795
2,q83,respondent,394,Kuria,KE,kuria,kuj,kuri1259,gus,17,0.007424234228281379
2,q83,respondent,395,Teso,KE,teso,teo,teso1249,tes,3,0.0013204727332835162
2,q83,respondent,396,Pokot,KE,pokot,pko,poko1263,pkt,1,4.074854886557696e-4
2,q83,respondent,397,Bajuni,KE,bajuni,swh,baju1245,swa,7,0.00277146673962579
2,q83,respondent,399,Gujarati,KE,gujarati,guj,guja1252,guj,6,0.0025173454447310287
2,q83,respondent,995,Other,KE,other,und,,,3,0.0013038423136788088
2,q83,respondent,180,Sesotho,LS,sesotho,sot,sout2807,ses,1191,0.9925
2,q83,respondent,182,Seputhi,LS,seputhi,ssw,phut1246,swt,4,0.0033333333333333335
2,q83,respondent,183,Sephotsa,LS,sephotsa,xho,xhos1239,xho,5,0.004166666666666667
